_id,BNS_Section,IPC_Section,Chapter,Description
67c8c39adcd2f83aa7d0f59b,Sec. 336,S. 466,Chapter VII: Offences Against Property,"This section punishes forging court or public register records. It applies when someone alters a birth certificate, ensuring severe penalties for tampering with official documents critical to legal or governmental functions and accuracy."
67c8c39adcd2f83aa7d0f59c,Sec. 337,S. 467,Chapter VII: Offences Against Property,"This section punishes forging valuable securities, wills, or similar items. It applies when someone fakes a will to inherit, ensuring harsh penalties for deceit affecting significant financial or personal rights through fraudulent documents."
67c8c39adcd2f83aa7d0f59d,Sec. 338,S. 468,Chapter VII: Offences Against Property,"This section punishes forgery to cheat someone. It applies when someone forges a check to steal money, ensuring accountability for using fake documents to deceive and unjustly gain property or financial advantage from victims."
67c8c39adcd2f83aa7d0f59e,Sec. 339,S. 469,Chapter VII: Offences Against Property,"This section punishes forgery to harm reputation. It applies when someone fakes a letter to defame another, ensuring penalties for using fraudulent documents to maliciously damage someone’s character or standing in society."
67c8c39adcd2f83aa7d0f59f,Sec. 340,S. 470,Chapter VII: Offences Against Property,"This section defines a forged document as one made fraudulently. It applies to any fake paper, like a diploma, forming the basis for prosecuting forgery offences where intent to deceive underlies the creation or alteration."
67c8c39adcd2f83aa7d0f5a0,Sec. 341,S. 471 - 472,Chapter VII: Offences Against Property,"This section, with new seal provisions, punishes using forged documents or counterfeit seals as genuine. It applies when someone submits a fake ID, ensuring penalties for passing off fraudulent items to deceive others or authorities."
67c8c39adcd2f83aa7d0f5a1,Sec. 342,S. 473,Chapter VII: Offences Against Property,"This section punishes making or possessing counterfeit seals to forge. It applies when someone crafts a fake notary stamp, ensuring accountability for creating tools to deceive through fraudulent authentication or official markings."
67c8c39adcd2f83aa7d0f5a2,Sec. 343,S. 474,Chapter VII: Offences Against Property,"This section punishes possessing forged documents knowing they’re fake. It applies when someone holds a counterfeit passport to use, ensuring liability for intent to deceive with fraudulent papers, even without immediate use."
67c8c39adcd2f83aa7d0f5a3,Sec. 344,S. 475,Chapter VII: Offences Against Property,"This section punishes counterfeiting authentication marks for documents. It applies when someone fakes a trademark stamp, ensuring penalties for undermining trust in certified goods or papers through fraudulent identification markers."
67c8c39adcd2f83aa7d0f5a4,Sec. 345,S. 476,Chapter VII: Offences Against Property,"This section punishes fraudulently destroying wills or valuable securities. It applies when someone burns a will to cheat heirs, ensuring accountability for erasing critical documents to unjustly alter inheritance or financial rights."
67c8c39adcd2f83aa7d0f5a5,Sec. 346,S. 477,Chapter VII: Offences Against Property,"This section punishes falsifying accounts. It applies when a bookkeeper cooks the books to hide theft, ensuring penalties for manipulating financial records to deceive employers, partners, or regulators about money or transactions."
67c8c39adcd2f83aa7d0f5a6,Sec. 347,S. 477A,Chapter VII: Offences Against Property,"This section defines a property mark as a sign of ownership. It applies to trademarks or labels, like a brand logo, forming the basis for prosecuting misuse or faking of identifiers that denote rightful possession or origin."
67c8c39adcd2f83aa7d0f5a7,Sec. 348,S. 479 - 482,Chapter VII: Offences Against Property,"This section punishes using a false property mark. It applies when someone sells goods with a fake brand logo, ensuring accountability for deceiving buyers about origin or quality through fraudulent ownership or maker marks."
67c8c39adcd2f83aa7d0f5a8,Sec. 349,S. 483 - 486,Chapter VII: Offences Against Property,"This section punishes counterfeiting a property mark. It applies when someone forges a trademark to mislead, ensuring penalties for creating fake identifiers that cheat consumers or harm legitimate businesses through deceptive branding."
67c8c39adcd2f83aa7d0f5a9,Sec. 350,S. 487 - 489,Chapter VII: Offences Against Property,"This section punishes making or possessing tools to counterfeit property marks. It applies when someone crafts a fake stamp for goods, ensuring liability for enabling deception in trade through fraudulent marking equipment."
67c8c39adcd2f83aa7d0f5aa,Sec. 351,S. 503,"Chapter XIII: Criminal Intimidation, Insult, and Annoyance","This section punishes criminal intimidation with threats of harm. It applies when someone threatens to beat another for money, ensuring penalties for using fear to coerce compliance or silence, disrupting personal security."
67c8c39adcd2f83aa7d0f5ab,Sec. 352,S. 504,"Chapter XIII: Criminal Intimidation, Insult, and Annoyance","This section punishes intentional insults to provoke a breach of peace. It applies when someone taunts another to fight, ensuring accountability for words sparking violence or unrest, targeting verbal aggression with consequences."
67c8c39adcd2f83aa7d0f5ac,Sec. 353,S. 505,"Chapter XIII: Criminal Intimidation, Insult, and Annoyance","This section punishes statements causing public mischief. It applies when someone spreads rumors of riots, ensuring penalties for false or alarming claims that incite panic, disorder, or harm to societal peace and safety."
67c8c39adcd2f83aa7d0f5ad,Sec. 354,S. 506,"Chapter XIII: Criminal Intimidation, Insult, and Annoyance","This section prescribes punishment for criminal intimidation. It applies when someone threatens to kill for silence, ensuring graduated penalties based on threat severity, protecting individuals from coercion through fear of injury."
67c8c39adcd2f83aa7d0f5ae,Sec. 355,S. 510,"Chapter XIII: Criminal Intimidation, Insult, and Annoyance","This section punishes public misconduct by a drunk person, with community service. It applies when someone staggers loudly on streets, ensuring minor penalties for disturbing peace while intoxicated, promoting rehabilitation over jail."
67c8c39adcd2f83aa7d0f5af,Sec. 356,S. 499 - 500,"Chapter XIII: Criminal Intimidation, Insult, and Annoyance","This section punishes defamation, with community service options. It applies when someone slanders another’s reputation, like false accusations, ensuring accountability for harming character while offering lighter penalties for reform."
67c8c39adcd2f83aa7d0f5b0,Sec. 357,S. 501 - 502,"Chapter XIII: Criminal Intimidation, Insult, and Annoyance","This section punishes printing or engraving defamatory matter. It applies when a publisher spreads lies about someone, ensuring penalties for disseminating false claims that damage reputation through written or visual media."
67c8c39adcd2f83aa7d0f5b1,Sec. 358,New Provision,Chapter XIV: Miscellaneous,"This section repeals the Indian Penal Code and includes savings provisions. It applies to transition from IPC to BNS, ensuring ongoing cases or rights under the old law persist, facilitating a smooth legal shift without disrupting justice."
